document_id,document_text,ground_truth_class,ground_truth_fields,ground_truth_pii,notes
RES009,"RESUME

ZHANG WEI (ALEX)
Mechanical Engineer | Aerospace & Defense

Email: alex.zhang.eng@gmail.com | Mobile: (832) 555-0044
Location: Houston, TX 77058
LinkedIn: linkedin.com/in/alexzhang-mech

SUMMARY
Mechanical Engineer with 5 years at NASA and Lockheed Martin designing structural components 
for spacecraft and defense systems. PE licensed. Expert in FEA, CAD design, and materials science.

WORK EXPERIENCE
Structural Engineer II | NASA Johnson Space Center
Houston, TX | June 2021 – Present
• Design and qualify structural components for Artemis lunar gateway module
• Perform FEA simulations (ANSYS) for launch load and thermal cycling analysis
• Collaborate with international partners (ESA, JAXA) on ISS hardware upgrades
• Processed 120+ design change orders following AS9100 quality standards

Mechanical Engineer I | Lockheed Martin Space
Denver, CO | July 2019 – May 2021
• Designed titanium brackets for SBIRS missile warning satellite
• Conducted materials testing per MIL-SPEC standards
• Supported CDR for GPS Block III satellite program

EDUCATION
B.S. Mechanical Engineering (Aerospace Concentration)
Rice University | Houston, TX | May 2019 | GPA: 3.88
Dean's List: 7 semesters

SKILLS & TOOLS
CAD: CATIA V5, SolidWorks, NX
Analysis: ANSYS, NASTRAN, MATLAB
Standards: AS9100, MIL-SPEC, NASA-STD-5020
Programming: Python, MATLAB

CERTIFICATIONS
• Professional Engineer (PE) – Texas (2023)
• Solidworks Certified Professional (CSWP)",resume,"{""candidate_name"": ""Zhang Wei"", ""email"": ""alex.zhang.eng@gmail.com"", ""phone"": ""(832) 555-0044"", ""address"": ""Houston, TX 77058"", ""linkedin_url"": ""linkedin.com/in/alexzhang-mech"", ""summary"": ""Mechanical Engineer with 5 years at NASA and Lockheed Martin designing structural components for spacecraft and defense systems."", ""education"": [{""degree"": ""B.S. Mechanical Engineering (Aerospace Concentration)"", ""institution"": ""Rice University"", ""graduation_date"": ""2019-05-01"", ""gpa"": 3.88}], ""work_experience"": [{""title"": ""Structural Engineer II"", ""company"": ""NASA Johnson Space Center"", ""start_date"": ""2021-06-01"", ""end_date"": null}, {""title"": ""Mechanical Engineer I"", ""company"": ""Lockheed Martin Space"", ""start_date"": ""2019-07-01"", ""end_date"": ""2021-05-01""}], ""skills"": [""CATIA V5"", ""SolidWorks"", ""ANSYS"", ""NASTRAN"", ""Python"", ""MATLAB""], ""certifications"": [""Professional Engineer PE Texas 2023"", ""CSWP""], ""languages"": [""English"", ""Mandarin""]}","[{""type"": ""NAME"", ""value"": ""Zhang Wei""}, {""type"": ""EMAIL"", ""value"": ""alex.zhang.eng@gmail.com""}, {""type"": ""PHONE_NUMBER"", ""value"": ""(832) 555-0044""}, {""type"": ""LOCATION"", ""value"": ""Houston, TX 77058""}]",Aerospace mechanical engineer resume with NASA experience
JOB004,"LETTER OF OFFER

February 5, 2024

Ms. Keiko Tanaka
4421 Maple Street
Seattle, WA 98103

Dear Ms. Tanaka,

On behalf of Amazon Web Services, Inc., I am thrilled to extend this offer of employment.

POSITION: Senior Solutions Architect
LEVEL: L6
DEPARTMENT: AWS Enterprise Solutions
LOCATION: Seattle, WA (Hybrid — 2 days/week in office)
START DATE: March 18, 2024
EMPLOYMENT: Full-time, Regular
REPORTS TO: Principal Architect, Enterprise West

COMPENSATION:
Base Salary: $198,000 per year
Sign-on Bonus: $50,000 (Year 1 only, paid month 1)
Restricted Stock Units (RSUs): $320,000 face value vesting over 4 years
Target Annual Bonus: 15% of base (based on individual and company performance)

BENEFITS:
• Medical/Dental/Vision: $0 premium for employee (Amazon covered)
• 401(k): dollar-for-dollar match up to 4% after 90 days
• Vacation: 15 days Year 1, 20 days Year 2+, unlimited sick leave
• Parental leave: 20 weeks primary, 6 weeks secondary
• Employee stock purchase plan (ESPP) at 10% discount
• Relocation package: up to $15,000 (if applicable)

CONDITIONS:
• Successful background investigation
• Drug-free workplace policy acknowledgment
• Signing of Non-Disclosure and Invention Assignment Agreement

Please return the signed offer by February 20, 2024.

Questions: recruiting@amazon.com | (206) 555-6000

Sincerely,
Alice Forsythe
Sr. Talent Acquisition Partner
Amazon Web Services",job_offer,"{""candidate_name"": ""Keiko Tanaka"", ""company_name"": ""Amazon Web Services Inc."", ""position_title"": ""Senior Solutions Architect"", ""offer_date"": ""2024-02-05"", ""start_date"": ""2024-03-18"", ""salary"": ""$198,000/year"", ""employment_type"": ""Full-time"", ""work_location"": ""Seattle, WA"", ""department"": ""AWS Enterprise Solutions"", ""reporting_to"": ""Principal Architect Enterprise West"", ""benefits"": ""Medical/Dental/Vision, 401k match 4%, RSUs, 15 days vacation, parental leave 20 weeks"", ""conditions"": ""Background check, NDA, drug-free policy"", ""deadline_to_accept"": ""2024-02-20""}","[{""type"": ""NAME"", ""value"": ""Keiko Tanaka""}, {""type"": ""NAME"", ""value"": ""Alice Forsythe""}, {""type"": ""EMAIL"", ""value"": ""recruiting@amazon.com""}, {""type"": ""PHONE_NUMBER"", ""value"": ""(206) 555-6000""}, {""type"": ""LOCATION"", ""value"": ""4421 Maple Street, Seattle, WA 98103""}]",Amazon AWS senior solutions architect job offer with RSUs
JOB005,"APPOINTMENT / OFFER LETTER

Infosys Limited
Electronics City, Hosur Road
Bengaluru, Karnataka 560100, India

Date: 10 March 2024
Reference: INF/HR/2024/APR/7723

To,
Mr. Arjun Sharma
Flat 302, Green Valley Apartments
Koramangala, Bengaluru – 560034

Dear Mr. Arjun Sharma,

We are pleased to offer you the position of Associate Technology Lead with Infosys Limited.

POSITION: Associate Technology Lead (Java/Microservices)
BUSINESS UNIT: Digital Experience
LOCATION: Bengaluru, India (initially); may be deputed to client site globally
JOINING DATE: 15 April 2024
GRADE: Band C1

COMPENSATION (Annual CTC: ₹18,50,000):
Fixed Component:
  Basic Salary: ₹7,40,000
  House Rent Allowance: ₹3,70,000
  Special Allowance: ₹3,70,000
Variable Pay (target): ₹1,85,000
Provident Fund (employer): ₹88,800
Gratuity (accrual): ₹35,577
Medical Insurance: ₹61,623

BENEFITS:
• Group medical insurance (self + family): ₹5 lakh
• Term life insurance: ₹50 lakh
• 18 days earned leave + 12 sick leave per year
• Infy learning platform (100+ certifications)

CONDITIONS:
• Background verification by AuthBridge
• Submission of original qualification certificates
• 2-year service agreement (training recovery clause)
• Notice period: 2 months after confirmation

Please confirm acceptance by 20 March 2024.
HR Contact: hrconnect@infosys.com | +91-80-2852-0261",job_offer,"{""candidate_name"": ""Arjun Sharma"", ""company_name"": ""Infosys Limited"", ""position_title"": ""Associate Technology Lead"", ""offer_date"": ""2024-03-10"", ""start_date"": ""2024-04-15"", ""salary"": ""\u20b918,50,000 CTC"", ""employment_type"": ""Full-time"", ""work_location"": ""Bengaluru, India"", ""department"": ""Digital Experience"", ""reporting_to"": null, ""benefits"": ""Group medical insurance, term life, 18 days EL, Infy learning"", ""conditions"": ""Background verification, service agreement 2 years, notice period 2 months"", ""deadline_to_accept"": ""2024-03-20""}","[{""type"": ""NAME"", ""value"": ""Arjun Sharma""}, {""type"": ""EMAIL"", ""value"": ""hrconnect@infosys.com""}, {""type"": ""PHONE_NUMBER"", ""value"": ""+91-80-2852-0261""}, {""type"": ""LOCATION"", ""value"": ""Flat 302, Green Valley Apartments, Koramangala, Bengaluru 560034""}, {""type"": ""LOCATION"", ""value"": ""Electronics City, Hosur Road, Bengaluru 560100""}]",Indian IT company job offer letter with CTC breakdown
JOB006,"OFFER OF EMPLOYMENT

Crestwood General Hospital
100 Medical Center Drive
Minneapolis, MN 55404
HR Department: (612) 555-8800 | hr@crestwoodhealth.org

Date: January 20, 2024

Dear Dr. James Osei,

We are delighted to offer you the position of Staff Cardiologist at Crestwood General Hospital.

POSITION DETAILS:
Title: Staff Cardiologist (Interventional)
Department: Cardiovascular Medicine
Reports to: Chief of Cardiology, Dr. Helen Park
Start Date: April 1, 2024
Schedule: Full-time (1.0 FTE) | Monday–Friday + 1:4 weekend call
Employment: Permanent, Exempt

COMPENSATION:
Annual Base Salary: $485,000
Production Bonus: Up to $75,000 (RVU-based, threshold: 7,500 RVUs/year)
Quality Incentive: Up to $25,000 (HEDIS quality metrics)
Total Potential Annual Compensation: $585,000

BENEFITS & SUPPORT:
• Malpractice insurance (occurrence-based, tail covered): Included
• CME Allowance: $7,500 per year + 5 days CME leave
• Relocation: Up to $25,000
• Retirement: 403(b) with 5% hospital match after 1 year
• Health/dental/vision: 100% covered for physician + family

CONDITIONS:
• Minnesota medical license (active) required at start
• DEA registration required
• Credentialing and privileging approval by Medical Staff Office
• Background check clearance

Please sign and return by February 5, 2024.
Dr. Carol Nguyen, Chief Medical Officer
carol.nguyen@crestwoodhealth.org",job_offer,"{""candidate_name"": ""James Osei"", ""company_name"": ""Crestwood General Hospital"", ""position_title"": ""Staff Cardiologist (Interventional)"", ""offer_date"": ""2024-01-20"", ""start_date"": ""2024-04-01"", ""salary"": ""$485,000/year"", ""employment_type"": ""Full-time"", ""work_location"": ""Minneapolis, MN"", ""department"": ""Cardiovascular Medicine"", ""reporting_to"": ""Dr. Helen Park, Chief of Cardiology"", ""benefits"": ""Malpractice insurance, CME $7500, relocation $25000, 403b 5% match, health 100%"", ""conditions"": ""MN medical license, DEA registration, credentialing"", ""deadline_to_accept"": ""2024-02-05""}","[{""type"": ""NAME"", ""value"": ""James Osei""}, {""type"": ""NAME"", ""value"": ""Carol Nguyen""}, {""type"": ""EMAIL"", ""value"": ""hr@crestwoodhealth.org""}, {""type"": ""EMAIL"", ""value"": ""carol.nguyen@crestwoodhealth.org""}, {""type"": ""PHONE_NUMBER"", ""value"": ""(612) 555-8800""}, {""type"": ""LOCATION"", ""value"": ""100 Medical Center Drive, Minneapolis, MN 55404""}]",Hospital physician job offer with compensation details
JOB007,"REMOTE WORK OFFER LETTER

TalentBridge Consulting Group
Registered Address: 22 Wellington Street, Toronto, ON M5E 1W7, Canada

Date: March 8, 2024

Nadia Petrov
67 River Valley Road
Edmonton, AB T5J 3S4

Dear Nadia,

We are pleased to offer you the role of Senior Data Analyst (Remote) effective April 1, 2024.

OFFER DETAILS:
Position: Senior Data Analyst
Team: Analytics & Insights
Employment Type: Full-time, Permanent (Remote – Canada-wide)
Start Date: April 1, 2024
Reports to: Analytics Manager

COMPENSATION:
Annual Salary: CAD $115,000
Performance Bonus: Up to 12% of base salary
RRSP Matching: 4% employer match after 3 months
Home Office Allowance: CAD $3,000 one-time setup

BENEFITS:
• Extended health, dental, vision (Sunlife plan) — 100% premium paid
• 4 weeks vacation + 5 personal days
• Parental leave top-up to 100% for 16 weeks
• Professional development: CAD $2,500/year
• Employee Assistance Program (EAP) — unlimited counselling

CONDITIONS:
• Reference checks satisfactory
• Government of Canada security clearance (Level II)
• Signed confidentiality agreement

Acceptance deadline: March 22, 2024
Questions: talent@talentbridge.ca | 1-800-555-0199

Warm regards,
Sophie Lavoie
Director, People & Culture
TalentBridge Consulting Group",job_offer,"{""candidate_name"": ""Nadia Petrov"", ""company_name"": ""TalentBridge Consulting Group"", ""position_title"": ""Senior Data Analyst"", ""offer_date"": ""2024-03-08"", ""start_date"": ""2024-04-01"", ""salary"": ""CAD $115,000/year"", ""employment_type"": ""Full-time Remote"", ""work_location"": ""Remote \u2013 Canada-wide"", ""department"": ""Analytics & Insights"", ""reporting_to"": ""Analytics Manager"", ""benefits"": ""Extended health/dental/vision, 4 weeks vacation, 16-week parental top-up, $2500 PD"", ""conditions"": ""Reference checks, security clearance Level II, confidentiality agreement"", ""deadline_to_accept"": ""2024-03-22""}","[{""type"": ""NAME"", ""value"": ""Nadia Petrov""}, {""type"": ""NAME"", ""value"": ""Sophie Lavoie""}, {""type"": ""EMAIL"", ""value"": ""talent@talentbridge.ca""}, {""type"": ""PHONE_NUMBER"", ""value"": ""1-800-555-0199""}, {""type"": ""LOCATION"", ""value"": ""67 River Valley Road, Edmonton, AB T5J 3S4""}]",Canadian remote work offer letter with CAD compensation
MED004,"PATIENT VISIT SUMMARY
Mount Sinai Hospital
1 Gustave L. Levy Place, New York, NY 10029
Phone: (212) 555-4200

Date of Visit: February 28, 2024
Visit Type: Urgent Care

PATIENT INFORMATION:
Name: Carlos Rivera
Date of Birth: May 3, 1979
Patient ID: MSH-112233
Address: 88 Riverside Drive, New York, NY 10024
Phone: (646) 555-8811

ATTENDING PHYSICIAN:
Dr. Linda Zhao, MD — Internal Medicine
NPI: 1122334455

CHIEF COMPLAINT: Persistent cough (3 weeks), low-grade fever, fatigue

ASSESSMENT & DIAGNOSIS:
Primary: Community-Acquired Pneumonia (ICD-10: J18.9)
Secondary: Mild Dehydration (ICD-10: E86.0)

VITAL SIGNS:
BP: 122/78 mmHg | Temp: 100.6°F | HR: 92 bpm | SpO2: 96% | RR: 18/min

PRESCRIBED MEDICATIONS:
1. Amoxicillin-Clavulanate 875mg/125mg — twice daily × 7 days
2. Dextromethorphan HBr 30mg — every 6 hours as needed (cough)
3. Acetaminophen 500mg — every 6 hours for fever

LAB RESULTS:
CBC: WBC 13.2 K/uL (elevated), Hgb 14.1 g/dL
CRP: 48 mg/L (elevated)
Chest X-Ray: Right lower lobe infiltrate consistent with pneumonia

FOLLOW-UP:
Date: March 7, 2024
If symptoms worsen or SpO2 drops below 93%, go to ER immediately

NOTES: Patient advised rest, increased fluids, avoid smoking.",medical_record,"{""patient_name"": ""Carlos Rivera"", ""patient_id"": ""MSH-112233"", ""date_of_birth"": ""1979-05-03"", ""visit_date"": ""2024-02-28"", ""physician_name"": ""Dr. Linda Zhao"", ""department"": ""Internal Medicine"", ""diagnosis"": ""Community-Acquired Pneumonia, Mild Dehydration"", ""prescribed_medications"": [""Amoxicillin-Clavulanate 875mg/125mg"", ""Dextromethorphan 30mg"", ""Acetaminophen 500mg""], ""lab_results"": {""WBC"": ""13.2 K/uL (elevated)"", ""Hgb"": ""14.1 g/dL"", ""CRP"": ""48 mg/L (elevated)"", ""ChestXRay"": ""Right lower lobe infiltrate""}, ""follow_up_date"": ""2024-03-07"", ""notes"": ""Rest, fluids, avoid smoking. ER if SpO2 < 93%.""}","[{""type"": ""NAME"", ""value"": ""Carlos Rivera""}, {""type"": ""NAME"", ""value"": ""Linda Zhao""}, {""type"": ""DATE_TIME"", ""value"": ""May 3, 1979""}, {""type"": ""PHONE_NUMBER"", ""value"": ""(646) 555-8811""}, {""type"": ""MEDICAL_ID"", ""value"": ""MSH-112233""}, {""type"": ""LOCATION"", ""value"": ""88 Riverside Drive, New York, NY 10024""}]",Urgent care visit for pneumonia with lab results
MED005,"PSYCHIATRIC EVALUATION REPORT

UCLA Neuropsychiatric Institute
760 Westwood Plaza, Los Angeles, CA 90095
Phone: (310) 555-8700 | Fax: (310) 555-8701

Date of Evaluation: March 12, 2024
Evaluating Clinician: Dr. Sandra Lee, MD, FAPA — Psychiatry
NPI: 9988776655

PATIENT INFORMATION:
Name: Amanda Foster
Date of Birth: November 11, 1991
Patient ID: UCLA-998877
Address: 330 N Camden Drive, Beverly Hills, CA 90210
Emergency Contact: Brian Foster (Brother) — (310) 555-2299

REASON FOR REFERRAL:
Referred by primary care physician for evaluation of treatment-resistant depression.

DIAGNOSES:
Axis I: Major Depressive Disorder, Recurrent, Severe (F33.2)
        Generalized Anxiety Disorder (F41.1)
Axis II: Deferred

CURRENT MEDICATIONS (at time of evaluation):
1. Escitalopram 20mg — daily (inadequate response noted)
2. Buspirone 15mg — twice daily
3. Lorazepam 0.5mg — PRN anxiety (limited use recommended)

ASSESSMENT:
Patient endorses persistent low mood, anhedonia, insomnia, and anxiety for 14+ months.
PHQ-9 score: 22/27 (severe). GAD-7 score: 18/21 (severe).

TREATMENT PLAN:
• Switch Escitalopram to Venlafaxine XR 75mg → titrate to 225mg over 4 weeks
• Continue Buspirone 15mg BID
• Initiate weekly individual CBT therapy (refer to Dr. Kim, Psychology)
• Repeat PHQ-9 and GAD-7 in 4 weeks
• Consider TMS evaluation if no improvement in 8 weeks

FOLLOW-UP: April 9, 2024 at 10:00 AM",medical_record,"{""patient_name"": ""Amanda Foster"", ""patient_id"": ""UCLA-998877"", ""date_of_birth"": ""1991-11-11"", ""visit_date"": ""2024-03-12"", ""physician_name"": ""Dr. Sandra Lee"", ""department"": ""Psychiatry"", ""diagnosis"": ""Major Depressive Disorder Recurrent Severe, Generalized Anxiety Disorder"", ""prescribed_medications"": [""Venlafaxine XR 75mg-225mg"", ""Buspirone 15mg BID"", ""Lorazepam 0.5mg PRN""], ""lab_results"": {""PHQ-9"": ""22/27 (severe)"", ""GAD-7"": ""18/21 (severe)""}, ""follow_up_date"": ""2024-04-09"", ""notes"": ""CBT therapy weekly, consider TMS if no improvement in 8 weeks""}","[{""type"": ""NAME"", ""value"": ""Amanda Foster""}, {""type"": ""NAME"", ""value"": ""Sandra Lee""}, {""type"": ""DATE_TIME"", ""value"": ""November 11, 1991""}, {""type"": ""PHONE_NUMBER"", ""value"": ""(310) 555-8700""}, {""type"": ""PHONE_NUMBER"", ""value"": ""(310) 555-2299""}, {""type"": ""MEDICAL_ID"", ""value"": ""UCLA-998877""}, {""type"": ""LOCATION"", ""value"": ""330 N Camden Drive, Beverly Hills, CA 90210""}]",Psychiatric evaluation report for treatment-resistant depression
MED006,"ORTHOPEDIC SURGERY OPERATIVE REPORT

Boston Sports Medicine & Orthopedic Center
44 Commonwealth Avenue, Boston, MA 02116
Phone: (617) 555-3400

Date of Surgery: March 20, 2024
Surgeon: Dr. Kevin O'Malley, MD, FAAOS
NPI: 4455667788
Anesthesia: General

PATIENT:
Name: Tyler Johnson
Date of Birth: August 14, 1998
Patient ID: BSM-556789
Address: 10 Boylston Street, Apt 7, Boston, MA 02116

PROCEDURE: Left Anterior Cruciate Ligament (ACL) Reconstruction
CPT Code: 29888
ICD-10: M23.611 (Spontaneous disruption, ACL, left knee)

OPERATIVE FINDINGS:
Complete tear of the left ACL confirmed on MRI pre-op.
Grade I cartilage wear on medial femoral condyle.

PROCEDURE PERFORMED:
Patellar tendon autograft ACL reconstruction using bone-patellar tendon-bone technique.
Interference screws placed: tibial (9x25mm BioScrew), femoral (8x25mm BioScrew).
EBL: 50mL | Tourniquet time: 48 minutes | Total OR time: 85 minutes

POST-OP ORDERS:
• Crutches weight-bearing as tolerated × 2 weeks
• Cryotherapy 20 min × 4 daily × 1 week
Medications:
1. Oxycodone 5mg — every 4-6 hrs PRN pain × 5 days
2. Ibuprofen 600mg — every 8 hrs with food × 10 days
3. Aspirin 81mg — daily × 6 weeks (DVT prophylaxis)

FOLLOW-UP: March 28, 2024 — post-op wound check
PT to begin at 2 weeks post-op",medical_record,"{""patient_name"": ""Tyler Johnson"", ""patient_id"": ""BSM-556789"", ""date_of_birth"": ""1998-08-14"", ""visit_date"": ""2024-03-20"", ""physician_name"": ""Dr. Kevin O'Malley"", ""department"": ""Orthopedic Surgery"", ""diagnosis"": ""ACL Tear Left Knee (M23.611)"", ""prescribed_medications"": [""Oxycodone 5mg PRN"", ""Ibuprofen 600mg every 8 hrs"", ""Aspirin 81mg daily""], ""lab_results"": {""EBL"": ""50mL"", ""tourniquet_time"": ""48 min"", ""OR_time"": ""85 min""}, ""follow_up_date"": ""2024-03-28"", ""notes"": ""ACL reconstruction with patellar tendon autograft. PT at 2 weeks.""}","[{""type"": ""NAME"", ""value"": ""Tyler Johnson""}, {""type"": ""NAME"", ""value"": ""Kevin O'Malley""}, {""type"": ""DATE_TIME"", ""value"": ""August 14, 1998""}, {""type"": ""PHONE_NUMBER"", ""value"": ""(617) 555-3400""}, {""type"": ""MEDICAL_ID"", ""value"": ""BSM-556789""}, {""type"": ""LOCATION"", ""value"": ""10 Boylston Street, Apt 7, Boston, MA 02116""}]",ACL reconstruction operative report with post-op orders
MED007,"PEDIATRIC WELL-CHILD VISIT RECORD

Rainbow Pediatrics Associates
2200 Children's Way, Nashville, TN 37232
Phone: (615) 555-7100 | Fax: (615) 555-7101

Visit Date: April 4, 2024
Visit Type: 6-Year Well-Child Check

PATIENT:
Name: Emma Nguyen
Date of Birth: March 15, 2018 (Age: 6 years)
Patient ID: RPA-334411
Parent/Guardian: Lily Nguyen (Mother)
Phone: (615) 555-4422
Address: 501 Music Row, Nashville, TN 37203

ATTENDING PHYSICIAN: Dr. Jose Martinez, MD — Pediatrics
NPI: 6677889900

GROWTH:
Height: 45.5 in (97th percentile) | Weight: 48 lbs (85th percentile) | BMI: 15.3 (70th percentile)

DEVELOPMENTAL MILESTONES: All age-appropriate milestones met.
Vision screening: 20/20 bilateral. Hearing: normal. Dental: referred.

IMMUNIZATIONS GIVEN TODAY:
• DTaP (5th dose) — Lot#ABC123
• IPV (4th dose) — Lot#DEF456
• MMR (2nd dose) — Lot#GHI789
• Varicella (2nd dose) — Lot#JKL012

PRESCRIBED / RECOMMENDED:
• Fluoride varnish applied
• Children's Multivitamin (OTC) — daily
• Vitamin D 600IU — daily (dietary deficiency noted)

FOLLOW-UP: 9-year well-child check (2027)
NOTES: Excellent health. No concerns. School clearance form signed.",medical_record,"{""patient_name"": ""Emma Nguyen"", ""patient_id"": ""RPA-334411"", ""date_of_birth"": ""2018-03-15"", ""visit_date"": ""2024-04-04"", ""physician_name"": ""Dr. Jose Martinez"", ""department"": ""Pediatrics"", ""diagnosis"": ""Healthy child \u2014 well-child check"", ""prescribed_medications"": [""Children's Multivitamin daily"", ""Vitamin D 600IU daily"", ""Fluoride varnish""], ""lab_results"": {""height"": ""45.5 in (97th percentile)"", ""weight"": ""48 lbs (85th percentile)"", ""BMI"": ""15.3 (70th percentile)""}, ""follow_up_date"": ""2027-01-01"", ""notes"": ""All milestones met. Vision 20/20. Immunizations administered.""}","[{""type"": ""NAME"", ""value"": ""Emma Nguyen""}, {""type"": ""NAME"", ""value"": ""Lily Nguyen""}, {""type"": ""DATE_TIME"", ""value"": ""March 15, 2018""}, {""type"": ""PHONE_NUMBER"", ""value"": ""(615) 555-7100""}, {""type"": ""PHONE_NUMBER"", ""value"": ""(615) 555-4422""}, {""type"": ""MEDICAL_ID"", ""value"": ""RPA-334411""}, {""type"": ""LOCATION"", ""value"": ""501 Music Row, Nashville, TN 37203""}]",Pediatric well-child check with immunizations and growth metrics
MED008,"RADIOLOGY REPORT — MRI BRAIN

Cleveland Clinic Imaging Center
9500 Euclid Avenue, Cleveland, OH 44195
Phone: (216) 555-3600

Study Date: March 14, 2024 at 11:30 AM
Report Date: March 14, 2024 at 3:15 PM
Modality: MRI Brain with and without Contrast (3T)
Order #: RAD-2024-3344

PATIENT:
Name: Dorothy Williams
Date of Birth: February 22, 1955
Patient ID: CC-778899
Address: 234 Fairmount Blvd, Cleveland Heights, OH 44118
Ordering Physician: Dr. Ahmad Hassan, Neurology
NPI: 3344556677

CLINICAL INDICATION:
Progressive memory loss, confusion, family history of Alzheimer's disease.

TECHNIQUE:
Multiplanar MRI sequences acquired on Siemens 3T MAGNETOM. IV contrast: Gadavist 0.1 mmol/kg.

FINDINGS:
White Matter: Minimal periventricular white matter T2 hyperintensities. FLAIR: mild.
Hippocampal Volume: Bilateral hippocampal atrophy, left > right (moderate degree, consistent with age-associated neurodegeneration).
Cortex: Mild parietal and temporal cortical thinning.
No acute infarct, hemorrhage, or enhancing mass lesion.
Vessels: Patent circle of Willis. Normal flow voids.

IMPRESSION:
1. Moderate bilateral hippocampal atrophy consistent with early Alzheimer's disease pattern.
2. Mild white matter disease, likely microvascular etiology.
3. No acute intracranial pathology.

Radiologist: Dr. Priya Bansal, MD — Neuroradiology
License: OH-R55443
Electronically signed: March 14, 2024 at 3:15 PM",medical_record,"{""patient_name"": ""Dorothy Williams"", ""patient_id"": ""CC-778899"", ""date_of_birth"": ""1955-02-22"", ""visit_date"": ""2024-03-14"", ""physician_name"": ""Dr. Ahmad Hassan"", ""department"": ""Neurology / Radiology"", ""diagnosis"": ""Early Alzheimer's disease pattern, mild white matter disease"", ""prescribed_medications"": [], ""lab_results"": {""finding"": ""Moderate bilateral hippocampal atrophy, mild white matter T2 changes"", ""impression"": ""Early Alzheimer pattern""}, ""follow_up_date"": null, ""notes"": ""MRI brain with contrast. Radiologist: Dr. Priya Bansal.""}","[{""type"": ""NAME"", ""value"": ""Dorothy Williams""}, {""type"": ""NAME"", ""value"": ""Ahmad Hassan""}, {""type"": ""DATE_TIME"", ""value"": ""February 22, 1955""}, {""type"": ""PHONE_NUMBER"", ""value"": ""(216) 555-3600""}, {""type"": ""MEDICAL_ID"", ""value"": ""CC-778899""}, {""type"": ""LOCATION"", ""value"": ""234 Fairmount Blvd, Cleveland Heights, OH 44118""}]",Brain MRI radiology report with Alzheimer's impression
ID004,"REPUBLIC OF INDIA
AADHAAR CARD
Unique Identification Authority of India

Aadhaar Number: 4521 8833 9910
Name: RAJAN KAPOOR
Date of Birth: 12/03/1985
Gender: MALE
Address: 14B, Sector 22, Dwarka
         New Delhi – 110075
         Delhi, India
Mobile (linked): +91-98765-43210

Issued by: Unique Identification Authority of India
Issue Date: 05/09/2018
Valid: Lifetime (no expiry)

This is a machine-readable document. Use only for identity verification as permitted by UIDAI regulations.

QR Code: [Encoded]
UIDAI Website: uidai.gov.in
Helpline: 1947",id_document,"{""document_type"": ""aadhaar_card"", ""document_number"": ""4521 8833 9910"", ""full_name"": ""Rajan Kapoor"", ""date_of_birth"": ""1985-03-12"", ""gender"": ""Male"", ""nationality"": ""Indian"", ""place_of_birth"": null, ""address"": ""14B, Sector 22, Dwarka, New Delhi 110075, Delhi, India"", ""issue_date"": ""2018-09-05"", ""expiration_date"": null, ""issuing_authority"": ""Unique Identification Authority of India""}","[{""type"": ""NAME"", ""value"": ""Rajan Kapoor""}, {""type"": ""DATE_TIME"", ""value"": ""12/03/1985""}, {""type"": ""PHONE_NUMBER"", ""value"": ""+91-98765-43210""}, {""type"": ""LOCATION"", ""value"": ""14B Sector 22 Dwarka New Delhi 110075""}]",Indian Aadhaar card identity document
ID005,"STATE OF TEXAS
DRIVER LICENSE — CLASS C
Texas Department of Public Safety

License Number: TX-29847561
Full Name: JESSICA ANN CAMPBELL
Date of Birth: 09/17/1995
Gender: F
Height: 5'4""
Eye Color: BLU
Address: 7702 Briar Forest Drive
         Houston, TX 77063

Issue Date: 03/12/2022
Expiration Date: 09/17/2026

RESTRICTIONS: None
ENDORSEMENTS: None
Organ Donor: YES ♥

This credential is issued by the Texas Department of Public Safety.
Duplicate/replacement: txdps.state.tx.us | 512-424-2600",id_document,"{""document_type"": ""driver_license"", ""document_number"": ""TX-29847561"", ""full_name"": ""Jessica Ann Campbell"", ""date_of_birth"": ""1995-09-17"", ""gender"": ""Female"", ""nationality"": ""USA"", ""place_of_birth"": null, ""address"": ""7702 Briar Forest Drive, Houston, TX 77063"", ""issue_date"": ""2022-03-12"", ""expiration_date"": ""2026-09-17"", ""issuing_authority"": ""Texas Department of Public Safety""}","[{""type"": ""NAME"", ""value"": ""Jessica Ann Campbell""}, {""type"": ""DATE_TIME"", ""value"": ""09/17/1995""}, {""type"": ""LOCATION"", ""value"": ""7702 Briar Forest Drive, Houston, TX 77063""}, {""type"": ""PHONE_NUMBER"", ""value"": ""512-424-2600""}]",Texas driver license Class C
